Inchi solute,smiles solute,logS_aq_avg,logS_aq_std,logS_aq_all_data,count,general data source,more specific data source
"InChI=1/C6H5BrO/c7-5-2-1-3-6(8)4-5/h1-4,8H",Oc1cc(Br)ccc1,-0.88,0,[-0.88],1,"Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","CHEMICALS INSPECTION AND TESTING INSTITU (1992), A5643, A108291, A111278, A112076, A2330, A2977, nan"
"InChI=1/C7H14N2O3/c1-2-3-4-5(6(10)11)9-7(8)12/h5H,2-4H2,1H3,(H,10,11)(H3,8,9,12)/f/h9-10H,8H2",CCCCC(NC(N)=O)C(O)=O,-2.16,0,[-2.16],1,"Ochem, Ochem, aqsol","A5370, A108291, nan"
"InChI=1/C11H15BrN2O3/c1-4-6(2)11(5-7(3)12)8(15)13-10(17)14-9(11)16/h6H,3-5H2,1-2H3,(H2,13,14,15,16,17)/f/h13-14H",CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,-2.65,0,[-2.65],1,"Ochem, Ochem, Ochem, Ochem, aqsol","A170, A5370, A111541, A112076, nan"
"InChI=1/C19H25ClN2OS/c1-18(2,3)14-9-7-13(8-10-14)12-24-15-11-21-22(19(4,5)6)17(23)16(15)20/h7-11H,12H2,1-6H3",CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O,-7.48,0,[-7.48],1,"Ochem, Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, A112076, nan"
"InChI=1/C13H23N2O3PS/c1-7-16-19(20,17-10(2)3)18-11-8-14-12(15-9-11)13(4,5)6/h8-10H,7H2,1-6H3",CCOP(=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C,-4.76,0,[-4.76],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A112076, nan"
"InChI=1/C18H20O4/c1-2-18-20-13-17(22-18)12-19-14-8-10-16(11-9-14)21-15-6-4-3-5-7-15/h3-11,17-18H,2,12-13H2,1H3",CCC1OCC(COC2=CC=C(OC3=CC=CC=C3)C=C2)O1,-4.79,0,[-4.79],1,"Ochem, Ochem, Ochem, Ochem","A5643, A108291, A111278, A112073"
"InChI=1/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-16,20H,3-11H2,1-2H3/t12-,13-,14-,15-,16-,18-,19-/m0/s1",C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,-4.16,0,[-4.16],1,"Ochem, aqsol","A112473, nan"
"InChI=1/C20H24O6/c1-2-6-18-17(5-1)23-13-9-21-11-15-25-19-7-3-4-8-20(19)26-16-12-22-10-14-24-18/h1-8H,9-16H2",C1COc2ccccc2OCCOCCOc2ccccc2OCCO1,-4.69,0,[-4.69],1,"Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A5643, A108291, A111278, A112076, nan"
InChI=1/C10H4Cl4/c11-7-3-1-2-5-6(7)4-8(12)10(14)9(5)13/h1-4H,Clc1cccc2c1cc(Cl)c(Cl)c2Cl,-7.86,0,[-7.86],1,"Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","OPPERHUIZEN,A (1987), A111695, A5643, A108291, A111278, A112076, nan"
"InChI=1/C7H5NO4/c9-6(10)4-1-2-8-5(3-4)7(11)12/h1-3H,(H,9,10)(H,11,12)/f/h9,11H",OC(=O)c1cc(cc[n]1)C(O)=O,-1.83,0,[-1.83],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A5643, A108291, A111278, A112076, nan"
"InChI=1/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",CCCCCCl,-2.73,0,[-2.73],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A111695, A64, A170, A171, A5370, A5643, A80390, A108291, A111278, A111541, A112073, A112473, A112523, nan"
"InChI=1/C20H24ClN3S/c1-22-11-13-23(14-12-22)9-4-10-24-17-5-2-3-6-19(17)25-20-8-7-16(21)15-18(20)24/h2-3,5-8,15H,4,9-14H2,1H3",Clc4cc1c(cc4)Sc3c(cccc3)N1CCCN2CCN(C)CC2,-4.4,0,[-4.4],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol, Drugbank","nan, YALKOWSKY,SH & HE,Y (2003), A64, A165, A171, A5370, A5643, A77013, A108291, A111278, A111541, A112073, A112523, nan, ADME Research, USCD"
"InChI=1/C10H14N2O3/c1-4-5-10(6(2)3)7(13)11-9(15)12-8(10)14/h4,6H,1,5H2,2-3H3,(H2,11,12,13,14,15)/f/h11-12H",O=C(N1)NC(C(C(C)C)(CC=C)C1=O)=O,-1.71,0,[-1.71],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A64, A170, A171, A5370, A5643, A77013, A108291, A111278, A111541, A112076, A112523, nan"
"InChI=1/C9H10NO3PS/c1-11-14(15,12-2)13-9-5-3-8(7-10)4-6-9/h3-6H,1-2H3",COP(=S)(Oc1ccc(cc1)C#N)OC,-3.72,0,[-3.72],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A5643, A108291, A111278, A112073, nan"
"InChI=1/C19H30OS/c1-18-8-7-14-12(13(18)5-6-17(18)20)4-3-11-9-15-16(21-15)10-19(11,14)2/h11-17,20H,3-10H2,1-2H3",CC45CCC2C(C4CCC5O)CCC3CC1SC1CC23C,-5.41,0,[-5.41],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A165, A170, A171, A5370, A5643, A111541, nan"
"InChI=1/C15H16F5NO2S2/c1-6(2)5-7-8(13(22)24-3)10(12(16)17)21-11(15(18,19)20)9(7)14(23)25-4/h6,12H,5H2,1-4H3",CSC(=O)C1=C(CC(C)C)C(C(=O)SC)=C(N=C1C(F)F)C(F)(F)F,-5.46,0,[-5.46],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A112076, nan"
"InChI=1/C6H14NO3PS2/c1-4-7-6(8)5-13-11(12,9-2)10-3/h4-5H2,1-3H3,(H,7,8)/f/h7H",CCNC(=O)CSP(=S)(OC)OC,-1.46,0,[-1.46],1,"Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & HE,Y (2003), A111695, A5643, A108291, A111278, A112076, nan"
"InChI=1/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)/f/h5H",CC(C)C(O)=O,0.28,0,[0.28],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol, Drugbank","nan, YALKOWSKY,SH & HE,Y (2003), A64, A171, A5370, A5643, A108291, A111278, A111541, A112073, A112523, nan, ADME Research, USCD"
"InChI=1/C7H12O4/c1-2-3-4-5(6(8)9)7(10)11/h5H,2-4H2,1H3,(H,8,9)(H,10,11)/f/h8,10H",CCCCC(C(O)=O)C(O)=O,0.44,0,[0.44],1,"Ochem, Ochem, Ochem, Ochem, aqsol","A111695, A5643, A108291, A112076, nan"
"InChI=1/C19H17ClN4/c20-18-8-6-16(7-9-18)10-11-19(12-21,13-24-15-22-14-23-24)17-4-2-1-3-5-17/h1-9,14-15H,10-11,13H2",ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C2=CC=CC=C2)C=C1,-6.23,0,[-6.23],1,"Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A5334, A111695, A5643, A108291, A111278, A112076, A2330, A3480, nan"
"InChI=1/C21H14/c1-13-16-7-2-3-8-18(16)19-12-10-15-6-4-5-14-9-11-17(13)21(19)20(14)15/h2-12H,1H3",CC1=C2C=CC3=C4C(C=CC(C5=CC=CC=C15)=C24)=CC=C3,-8.52,0,[-8.52],1,"Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A111695, A5643, A108291, A111278, A112076, nan"
"InChI=1/C2H4Cl2/c1-2(3)4/h2H,1H3",CC(Cl)Cl,-1.29,0,[-1.29],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, HORVATH,AL ET AL. (1999), A111695, A64, A170, A171, A5370, A5643, A80390, A108291, A111278, A111541, A112073, A112473, A112523, nan"
"InChI=1/C7H4Cl2O2/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3H,(H,10,11)/f/h10H",OC(=O)C1=CC=C(Cl)C=C1Cl,-2.6,0,[-2.6],1,"Ochem, Ochem, Ochem, aqsol","A5643, A111278, A112076, nan"
"InChI=1/C21H27FO6/c1-18-6-5-12(24)7-11(18)3-4-13-14-8-15(25)21(28,17(27)10-23)19(14,2)9-16(26)20(13,18)22/h5-7,13-16,23,25-26,28H,3-4,8-10H2,1-2H3/t13-,14-,15+,16-,18-,19-,20-,21-/m0/s1",C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@]21F,-3.69,0,[-3.69],1,"Physprop, Ochem, aqsol, Drugbank","YALKOWSKY,SH & HE,Y (2003), A111695, nan, ADME Research, USCD"
"InChI=1/C16H11NO2/c18-16(19)13-10-15(11-6-2-1-3-7-11)17-14-9-5-4-8-12(13)14/h1-10H,(H,18,19)/f/h18H",OC(=O)c1cc([n]c2ccccc21)-c1ccccc1,-3.19,0,[-3.19],1,"Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A165, A5643, A108291, A111278, A112076, nan"
"InChI=1/C10H15N/c1-3-11(4-2)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3",CCN(c1ccccc1)CC,-3.03,0,[-3.03],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, KOURIS,CS & NORTHCOTT,J (1963), A111695, A64, A170, A171, A5370, A5643, A108291, A111278, A111541, A112073, A112523, nan"
InChI=1/C8H6O2/c9-5-7-1-2-8(6-10)4-3-7/h1-6H,O=Cc1ccc(cc1)C=O,-2.83,0,[-2.83],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A5643, A108291, A111278, A112076, nan"
"InChI=1/C26H22ClF3N2O3/c1-16(2)24(32-22-12-11-18(14-21(22)27)26(28,29)30)25(33)35-23(15-31)17-7-6-10-20(13-17)34-19-8-4-3-5-9-19/h3-14,16,23-24,32H,1-2H3/t23-,24-/m0/s1",CC(C)[C@H](NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)O[C@@H](C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,-8,0,[-8.0],1,"Ochem, Ochem, Ochem","A111695, A170, A111541"
"InChI=1/C12H14N4O3S/c1-8-14-11(7-12(15-8)19-2)16-20(17,18)10-5-3-9(13)4-6-10/h3-7H,13H2,1-2H3,(H,14,15,16)/f/h16H",COc1cc(NS(=O)(c2ccc(cc2)N)=O)nc(C)n1,-2.54,0,[-2.54],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A171, A5370, A5643, A111541, A112523, nan"
"InChI=1/C6H14O6S2/c1-13(7,8)11-5-3-4-6-12-14(2,9)10/h3-6H2,1-2H3",CS(=O)(=O)OCCCCOS(C)(=O)=O,-2.27,0,[-2.27],1,"Ochem, Ochem, Ochem, aqsol","A165, A77013, A112076, nan"
"InChI=1/C20H28N2O2/c1-3-14-12-8-13-10-20(11-23)15-6-4-5-7-16(15)21(2)18(20)17(9-12)22(13)19(14)24/h4-7,12-14,17-19,23-24H,3,8-11H2,1-2H3",CCC1C2CC3CC4(CO)C(C(C2)N3C1O)N(C)C1=CC=CC=C41,-2.82,0,[-2.82],1,"Ochem, Ochem","A5643, A5643"
"InChI=1/C19H15FN2O4/c1-2-7-21-15-9-14(13(20)8-16(15)26-10-17(21)23)22-18(24)11-5-3-4-6-12(11)19(22)25/h1,8-9H,3-7,10H2",FC1=C(C=C2N(CC#C)C(=O)COC2=C1)N1C(=O)C2=C(CCCC2)C1=O,-5.3,0,[-5.3],1,"Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A111695, A5643, A108291, A111278, A112076, nan"
"InChI=1/C6H14O/c1-3-5-6(7)4-2/h6-7H,3-5H2,1-2H3",OC(CC)CCC,-0.8,0,[-0.8],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A170, A171, A5370, A5643, A5643, A80390, A108291, A111278, A111541, A112073, A112473, nan"
"InChI=1/C8H8O/c1-7-2-4-8(6-9)5-3-7/h2-6H,1H3",Cc1ccc(C=O)cc1,-1.72,0,[-1.72],1,"Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A5643, A108291, A111278, A112073, nan"
"InChI=1/C6H8N2O8/c9-7(10)15-3-1-13-6-4(16-8(11)12)2-14-5(3)6/h3-6H,1-2H2",C12C(ON(=O)=O)COC1C(ON(=O)=O)CO2,-2.63,0,[-2.63],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A165, A171, A5370, A5643, A108291, A111278, A111541, A112076, nan"
"InChI=1/C5H8/c1-3-5-4-2/h1H,4-5H2,2H3",C#CCCC,-1.64,0,[-1.64],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, YALKOWSKY,SH & DANNENFELSER,RM (1992), A64, A170, A171, A5370, A5643, A80390, A108291, A111278, A111541, A112073, A112473, A112523, nan"
"InChI=1/C11H11N/c1-8-7-9(2)12-11-6-4-3-5-10(8)11/h3-7H,1-2H3",Cc2nc1ccccc1c(C)c2,-1.94,0,[-1.94],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A64, A171, A5370, A5643, A108291, A111541, A112073, A112523, nan"
"InChI=1/C13H12Cl2N2/c14-10-6-8(1-3-12(10)16)5-9-2-4-13(17)11(15)7-9/h1-4,6-7H,5,16-17H2",NC1=C(Cl)C=C(CC2=CC(Cl)=C(N)C=C2)C=C1,-4.28,0,[-4.28],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C17H18N2O4/c1-11-3-7-13(8-4-11)18-15(20)17(22,23)16(21)19-14-9-5-12(2)6-10-14/h3-10,22-23H,1-2H3,(H,18,20)(H,19,21)/f/h18-19H",CC1=CC=C(NC(=O)C(O)(O)C(=O)NC2=CC=C(C)C=C2)C=C1,-3.1,0,[-3.1],1,"Ochem, Ochem, aqsol","A5370, A5643, nan"
"InChI=1/C6H8N2O8/c9-7(10)15-3-1-13-6-4(16-8(11)12)2-14-5(3)6/h3-6H,1-2H2/t3-,4+,5-,6-/m1/s1",[O-][N+](=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+]([O-])=O,-2.63,0,[-2.63],1,"Physprop, aqsol, Drugbank","YALKOWSKY,SH & DANNENFELSER,RM (1992), nan, ADME Research, USCD"
"InChI=1/C24H38O4/c1-19(2)13-7-5-11-17-27-23(25)21-15-9-10-16-22(21)24(26)28-18-12-6-8-14-20(3)4/h9-10,15-16,19-20H,5-8,11-14,17-18H2,1-4H3",CC(C)CCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC(C)C,-6.64,0,[-6.64],1,"Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A170, A5370, A5643, A108291, A111278, A111541, A112523, nan"
"InChI=1/C15H16O3/c1-10(2)4-7-12-13(17-3)8-5-11-6-9-14(16)18-15(11)12/h4-6,8-9H,7H2,1-3H3",O=C2Oc1c(C=C2)ccc(OC)c1CC=C(C)C,-4.31,0,[-4.31],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, YALKOWSKY,SH & DANNENFELSER,RM (1992), A64, A170, A171, A5370, A5643, A108291, A111278, A111541, A112473, A112523, nan"
"InChI=1/C6H4N4S/c11-5-2-8-4-1-7-3-9-6(4)10-5/h1-3H,(H,7,9,10,11)/f/h10H",S=C1C=Nc(cncn2)c2N1,-2.71,0,[-2.71],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A5370, A108291, A111541, A112076, A112523, nan"
"InChI=1/C16H13N3O3/c1-18-14-8-7-12(19(21)22)9-13(14)16(17-10-15(18)20)11-5-3-2-4-6-11/h2-9H,10H2,1H3",O=C2CN=C(c3ccccc3)c1cc(N(=O)=O)ccc1N2C,-3.8,0,[-3.8],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A170, A171, A5370, A111541, A112523, nan"
"InChI=1/C10H14O7/c1-4-5(10(15)16)2-7(17-4)9(14)8(13)6(12)3-11/h2,6,8-9,11-14H,3H2,1H3,(H,15,16)/f/h15H",CC1=C(C=C(O1)C(O)C(O)C(O)CO)C(O)=O,-1.28,0,[-1.28],1,"Ochem, Ochem, Ochem, Ochem, aqsol","A5370, A5643, A108291, A111278, nan"
"InChI=1/C10H14N4O3/c1-6(15)4-14-5-11-8-7(14)9(16)13(3)10(17)12(8)2/h5-6,15H,4H2,1-3H3",CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0.62,0,[0.62],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A112076, nan"
"InChI=1/C4H6O4S4/c5-3(6)1-9-11-12-10-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)/f/h5,7H",OC(=O)CSSSSCC(O)=O,-1.45,0,[-1.45],1,"Ochem, Ochem, Ochem, aqsol","A5370, A5643, A111278, nan"
"InChI=1/C7H6N4O/c1-12-7-10-4-5-6(11-7)9-3-2-8-5/h2-4H,1H3",COc2ncc1nccnc1n2,-1.11,0,[-1.11],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A170, A171, A5370, A5643, A108291, A111541, A112076, A112473, A112523, nan"
"InChI=1/C7H3Cl5O/c8-3-2(1-13)4(9)6(11)7(12)5(3)10/h13H,1H2",OCC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-5.15,0,[-5.15],1,"Ochem, Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, A112076, nan"
"InChI=1/C7H12O5/c8-1-5-7-6(11-4-10-5)2-9-3-12-7/h5-8H,1-4H2",OCC1OCOC2COCOC12,-0.62,0,[-0.62],1,"Ochem, Ochem, Ochem, aqsol","A5370, A5643, A108291, nan"
"InChI=1/C18H22N4O2S/c1-17(2)14-8-9-18(17,3)15-13(14)10-20-16(21-15)22-25(23,24)12-6-4-11(19)5-7-12/h4-7,10,14H,8-9,19H2,1-3H3,(H,20,21,22)/f/h22H",CC1(C)C2CCC1(C)C1=C2C=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,-4.08,0,[-4.08],1,"Ochem, Ochem, Ochem, aqsol","A5370, A5643, A108291, nan"
"InChI=1/C15H10ClF3N2O3/c16-12-4-2-1-3-11(12)13(22)21-14(23)20-9-5-7-10(8-6-9)24-15(17,18)19/h1-8H,(H2,20,21,22,23)/f/h20-21H",FC(F)(F)OC1=CC=C(NC(=O)NC(=O)C2=CC=CC=C2Cl)C=C1,-7.16,0,[-7.16],1,"Ochem, Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, A112076, nan"
"InChI=1/C5H4N2O4/c8-6-3-4-1-2-5(11-4)7(9)10/h1-3,8H",O=N(c1ccc(C=NO)o1)=O,-2.19,0,[-2.19],1,"AlogS, Physprop, Ochem, Ochem, Ochem, aqsol","nan, MERCK INDEX (1996), A64, A170, A171, nan"
"InChI=1/C8H18O/c1-4-5-6-7-8(2,3)9/h9H,4-7H2,1-3H3",CC(O)(C)CCCCC,-1.72,0,[-1.72],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, BARTON,AFM (1984), A64, A170, A171, A5370, A5643, A80390, A108291, A111278, A111541, A112073, A112473, A112523, nan"
"InChI=1/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3",CC(CC)CC,-3.68,0,[-3.68],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, YALKOWSKY,SH & HE,Y (2003), A111695, A64, A170, A171, A5370, A5643, A80390, A108291, A111278, A111541, A112073, A112473, A112523, nan"
"InChI=1/C7H6ClF/c8-5-6-2-1-3-7(9)4-6/h1-4H,5H2",Fc1cc(CCl)ccc1,-2.54,0,[-2.54],1,"Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A5643, A108291, A111278, A112073, nan"
"InChI=1/C10H14N6/c1-3-5-6(4-2)14-9-7(13-5)8(11)15-10(12)16-9/h3-4H2,1-2H3,(H4,11,12,14,15,16)/f/h11-12H2",CCC1=NC2=C(N=C1CC)C(N)=NC(N)=N2,-3.27,0,[-3.27],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A112076, nan"
"InChI=1/C10H7NO2/c12-10(13)9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,(H,12,13)/f/h12H",OC(=O)C1=NC2=CC=CC=C2C=C1,-1.09,0,[-1.09],1,"Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A111695, A5370, A5643, A108291, A111278, nan"
"InChI=1/C11H18O3/c1-6-8(12)3-2-7-9(13)4-5-10(14)11(6)7/h6-7,9-11,13-14H,2-5H2,1H3",CC1C2C(O)CCC(O)C2CCC1=O,-0.3,0,[-0.3],1,"Ochem, Ochem, Ochem, aqsol","A5370, A5643, A108291, nan"
"InChI=1/C13H18N2O2/c16-12-10-7-4-8-11(10)14-13(17)15(12)9-5-2-1-3-6-9/h9H,1-8H2,(H,14,17)/f/h14H",O=C1NC2=C(CCC2)C(=O)N1C1CCCCC1,-4.59,0,[-4.59],1,"Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A170, A5370, A5643, A108291, A111278, A111541, A112076, A112523, nan"
InChI=1/C6HCl4NO2/c7-2-1-3(11(12)13)5(9)6(10)4(2)8/h1H,[O-][N+](=O)c1cc(Cl)c(Cl)c(Cl)c1Cl,-4.55,0,[-4.55],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A5643, A108291, A111278, nan"
"InChI=1/C8H9N/c1-2-4-8-7(3-1)5-6-9-8/h1-4,9H,5-6H2",c12ccccc1NCC2,-1.04,0,[-1.04],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A170, A171, A5370, A5643, A108291, A111278, A111541, A112073, A112473, A112523, nan"
"InChI=1/C11H11N/c1-8-3-5-10-6-4-9(2)12-11(10)7-8/h3-7H,1-2H3",Cc(cc2)cc1c2ccc(C)n1,-1.94,0,[-1.94],1,"AlogS, Physprop, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, YALKOWSKY,SH & DANNENFELSER,RM (1992), A111695, A64, A170, A171, A5370, A5643, A108291, A111541, A112076, A112523, nan"
"InChI=1/C11H16N2O3S/c1-2-3-9-12-11(14)13-17(15,16)10-7-5-4-6-8-10/h4-8H,2-3,9H2,1H3,(H2,12,13,14)/f/h12-13H",O=S(c1ccccc1)(NC(NCCCC)=O)=O,-3.05,0,[-3.05],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A165, A171, A5370, A5643, A111541, A112523, nan"
InChI=1/C12HCl9/c13-2-1-3(14)6(15)7(16)4(2)5-8(17)10(19)12(21)11(20)9(5)18/h1H,ClC1=CC(Cl)=C(Cl)C(Cl)=C1C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-10.1,0,[-10.1],1,"Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A111695, A5643, A108291, A111278, A112076, nan"
"InChI=1/C12H28O5P2S2/c1-5-9-13-18(20,14-10-6-2)17-19(21,15-11-7-3)16-12-8-4/h5-12H2,1-4H3",CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,-4.1,0,[-4.1],1,"Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A111695, A5643, A108291, A111278, A112073, nan"
"InChI=1/C17H20N2O/c1-18(2)15-9-5-13(6-10-15)17(20)14-7-11-16(12-8-14)19(3)4/h5-12H,1-4H3",CN(C)C1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)N(C)C,-2.83,0,[-2.83],1,"Ochem, Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, A112076, nan"
"InChI=1/C15H26N2/c1-3-7-16-11-13-9-12(14(16)5-1)10-17-8-4-2-6-15(13)17/h12-15H,1-11H2/t12-,13-,14-,15+/m0/s1",C1[C@@H]2C[C@@H](CN3CCCC[C@@H]32)[C@@H]2CCCCN21,-1.89,0,[-1.89],1,"Physprop, Ochem, Ochem, aqsol","YALKOWSKY,SH & DANNENFELSER,RM (1992), A108291, A111541, nan"
"InChI=1/C14H14NO4PS/c1-2-18-20(21,14-6-4-3-5-7-14)19-13-10-8-12(9-11-13)15(16)17/h3-11H,2H2,1H3",CCOP(=S)(Oc1ccc(cc1)[N+]([O-])=O)c1ccccc1,-5.02,0,[-5.02],1,"Physprop, Ochem, Ochem, Ochem, Ochem, aqsol","KANAZAWA,J (1980), A5643, A108291, A111278, A112076, nan"
"InChI=1/C12H10ClN3O/c13-11-8-10(6-7-14-11)16-12(17)15-9-4-2-1-3-5-9/h1-8H,(H2,14,15,16,17)/f/h15-16H",ClC1=CC(NC(=O)NC2=CC=CC=C2)=CC=N1,-3.8,0,[-3.8],1,"Ochem, Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, A112076, nan"
"InChI=1/C19H11F5N2O2/c20-12-6-7-16(15(21)10-12)26-17(27)14-5-2-8-25-18(14)28-13-4-1-3-11(9-13)19(22,23)24/h1-10H,(H,26,27)/f/h26H",FC1=CC(F)=C(NC(=O)C2=C(OC3=CC(=CC=C3)C(F)(F)F)N=CC=C2)C=C1,-6.9,0,[-6.9],1,"Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","A5370, A5643, A108291, A111278, A112076, nan"
